0,1.0957,0
21.533,1.0956,-0.03835
43.066,1.0953,-0.076699
64.6,1.0947,-0.11505
86.133,1.094,-0.1534
107.67,1.093,-0.19175
129.2,1.0918,-0.2301
150.73,1.0904,-0.26845
172.27,1.0887,-0.3068
193.8,1.0869,-0.34515
215.33,1.0848,-0.3835
236.87,1.0826,-0.42184
258.4,1.0801,-0.46019
279.93,1.0774,-0.49854
301.46,1.0745,-0.53689
323,1.0714,-0.57524
344.53,1.068,-0.61359
366.06,1.0645,-0.65194
387.6,1.0608,-0.69029
409.13,1.0569,-0.72864
430.66,1.0527,-0.76699
452.2,1.0484,-0.80534
473.73,1.0439,-0.84369
495.26,1.0392,-0.88204
516.8,1.0343,-0.92039
538.33,1.0292,-0.95874
559.86,1.024,-0.99709
581.4,1.0185,-1.0354
602.93,1.0129,-1.0738
624.46,1.0071,-1.1121
646,1.0011,-1.1505
667.53,0.99499,-1.1888
689.06,0.98868,-1.2272
710.6,0.98221,-1.2655
732.13,0.97558,-1.3039
753.66,0.9688,-1.3422
775.2,0.96186,-1.3806
796.73,0.95477,-1.4189
818.26,0.94754,-1.4573
839.79,0.94016,-1.4956
861.33,0.93265,-1.534
882.86,0.925,-1.5723
904.39,0.91722,-1.6107
925.93,0.90931,-1.649
947.46,0.90128,-1.6874
968.99,0.89313,-1.7257
990.53,0.88486,-1.7641
1012.1,0.87648,-1.8024
1033.6,0.868,-1.8408
1055.1,0.85941,-1.8791
1076.7,0.85072,-1.9175
1098.2,0.84194,-1.9558
1119.7,0.83306,-1.9942
1141.3,0.8241,-2.0325
1162.8,0.81506,-2.0709
1184.3,0.80594,-2.1092
1205.9,0.79674,-2.1476
1227.4,0.78747,-2.1859
1248.9,0.77814,-2.2243
1270.5,0.76874,-2.2626
1292,0.75929,-2.301
1313.5,0.74979,-2.3393
1335.1,0.74023,-2.3777
1356.6,0.73063,-2.416
1378.1,0.72099,-2.4544
1399.7,0.71132,-2.4927
1421.2,0.70161,-2.5311
1442.7,0.69187,-2.5694
1464.3,0.68211,-2.6078
1485.8,0.67233,-2.6461
1507.3,0.66253,-2.6845
1528.9,0.65272,-2.7228
1550.4,0.64291,-2.7612
1571.9,0.63309,-2.7995
1593.5,0.62327,-2.8379
1615,0.61345,-2.8762
1636.5,0.60364,-2.9146
1658.1,0.59384,-2.9529
1679.6,0.58406,-2.9913
1701.1,0.57429,-3.0296
1722.7,0.56455,-3.068
1744.2,0.55484,-3.1063
1765.7,0.54515,3.1385
1787.3,0.5355,3.1002
1808.8,0.52588,3.0618
1830.3,0.51631,3.0235
1851.9,0.50677,2.9851
1873.4,0.49729,2.9468
1894.9,0.48785,2.9084
1916.5,0.47846,2.8701
1938,0.46913,2.8317
1959.5,0.45986,2.7934
1981.1,0.45065,2.755
2002.6,0.44151,2.7167
2024.1,0.43243,2.6783
2045.7,0.42342,2.64
2067.2,0.41448,2.6016
2088.7,0.40562,2.5633
2110.3,0.39684,2.5249
2131.8,0.38813,2.4866
2153.3,0.37951,2.4482
2174.9,0.37097,2.4099
2196.4,0.36251,2.3715
2217.9,0.35414,2.3332
2239.5,0.34587,2.2948
2261,0.33768,2.2565
2282.5,0.32959,2.2181
2304.1,0.32159,2.1798
2325.6,0.31369,2.1414
2347.1,0.30589,2.1031
2368.7,0.29819,2.0647
2390.2,0.29059,2.0264
2411.7,0.28309,1.988
2433.3,0.2757,1.9497
2454.8,0.26841,1.9113
2476.3,0.26122,1.873
2497.9,0.25414,1.8346
2519.4,0.24717,1.7963
2540.9,0.24031,1.7579
2562.5,0.23355,1.7196
2584,0.22691,1.6812
2605.5,0.22038,1.6429
2627.1,0.21395,1.6045
2648.6,0.20764,1.5662
2670.1,0.20144,1.5278
2691.7,0.19534,1.4895
2713.2,0.18937,1.4511
