0,-0.0014839
2.2676e-05,-0.0012125
4.5351e-05,-0.0015191
6.8027e-05,0.0031007
9.0703e-05,-0.012737
0.00011338,0.016683
0.00013605,-0.01396
0.00015873,-0.011372
0.00018141,0.046247
0.00020408,-0.0815
0.00022676,0.086202
0.00024943,-0.058176
0.00027211,-0.0010933
0.00029478,0.055989
0.00031746,-0.088389
0.00034014,0.079313
0.00036281,-0.048433
0.00038549,0.0091858
0.00040816,0.011773
0.00043084,-0.018869
0.00045351,0.01055
0.00047619,-0.0052873
0.00049887,-0.00066758
0.00052154,-0.00097416
0.00054422,-0.00070277
0.00056689,-0.0021866
0.00058957,-0.0021866
0.00061224,-0.0021866
0.00063492,-0.0021866
0.0006576,-0.0021866
0.00068027,-0.0021866
0.00070295,-0.0021866
0.00072562,-0.0021866
0.0007483,-0.0021866
0.00077098,-0.0021866
0.00079365,-0.0021866
0.00081633,-0.0021866
0.000839,-0.0021866
0.00086168,-0.0021866
0.00088435,-0.0021866
0.00090703,-0.0021866
0.00092971,-0.0021866
0.00095238,-0.0021866
0.00097506,-0.0021866
0.00099773,-0.0021866
0.0010204,-0.0021866
0.0010431,-0.0021866
0.0010658,-0.0021866
0.0010884,-0.0021866
0.0011111,-0.0021866
0.0011338,-0.0021866
0.0011565,-0.0021866
0.0011791,-0.0021866
0.0012018,-0.0021866
0.0012245,-0.0021866
0.0012472,-0.0021866
0.0012698,-0.0021866
0.0012925,-0.0021866
0.0013152,-0.0021866
0.0013379,-0.0021866
0.0013605,-0.0021866
0.0013832,-0.0021866
0.0014059,-0.0021866
0.0014286,-0.0021866
0.0014512,-0.0021866
0.0014739,-0.0021866
0.0014966,-0.0021866
0.0015193,-0.0021866
0.001542,-0.0021866
0.0015646,-0.0021866
0.0015873,-0.0021866
0.00161,-0.0021866
0.0016327,-0.0021866
0.0016553,-0.0021866
0.001678,-0.0021866
0.0017007,-0.0021866
0.0017234,-0.0021866
0.001746,-0.0021866
0.0017687,-0.0021866
0.0017914,-0.0021866
0.0018141,-0.0021866
0.0018367,-0.0021866
0.0018594,-0.0021866
0.0018821,-0.0021866
0.0019048,-0.0021866
0.0019274,-0.0021866
0.0019501,-0.0021866
0.0019728,-0.0021866
0.0019955,-0.0021866
0.0020181,-0.0021866
0.0020408,-0.0021866
0.0020635,-0.0021866
0.0020862,-0.0021866
0.0021088,-0.0021866
0.0021315,-0.0021866
0.0021542,-0.0021866
0.0021769,-0.0021866
0.0021995,-0.0021866
0.0022222,-0.0021866
0.0022449,-0.0021866
0.0022676,-0.0021866
0.0022902,-0.0021866
0.0023129,-0.0021866
0.0023356,-0.0021866
0.0023583,-0.0021866
0.002381,-0.0021866
0.0024036,-0.0021866
0.0024263,-0.0021866
0.002449,-0.0021866
0.0024717,-0.0021866
0.0024943,-0.0021866
0.002517,-0.0021866
0.0025397,-0.0021866
0.0025624,-0.0021866
0.002585,-0.0021866
0.0026077,-0.0021866
0.0026304,-0.0021866
0.0026531,-0.0021866
0.0026757,-0.0021866
0.0026984,-0.0021866
0.0027211,-0.0021866
0.0027438,-0.0021866
0.0027664,-0.0021866
0.0027891,-0.0021866
0.0028118,-0.0021866
0.0028345,-0.0021866
0.0028571,-0.0021866
0.0028798,-0.0021866
0.0029025,-0.0021866
0.0029252,-0.0021866
0.0029478,-0.0021866
0.0029705,-0.0021866
0.0029932,-0.0021866
0.0030159,-0.0021866
0.0030385,-0.0021866
0.0030612,-0.0021866
0.0030839,-0.0021866
0.0031066,-0.0021866
0.0031293,-0.0021866
0.0031519,-0.0021866
0.0031746,-0.0021866
0.0031973,-0.0021866
0.00322,-0.0021866
0.0032426,-0.0021866
0.0032653,-0.0021866
0.003288,-0.0021866
0.0033107,-0.0021866
0.0033333,-0.0021866
0.003356,-0.0021866
0.0033787,-0.0021866
0.0034014,-0.0021866
0.003424,-0.0021866
0.0034467,-0.0021866
0.0034694,-0.0021866
0.0034921,-0.0021866
0.0035147,-0.0021866
0.0035374,-0.0021866
0.0035601,-0.0021866
0.0035828,-0.0021866
0.0036054,-0.0021866
0.0036281,-0.0021866
0.0036508,-0.0021866
0.0036735,-0.0021866
0.0036961,-0.0021866
0.0037188,-0.0021866
0.0037415,-0.0021866
0.0037642,-0.0021866
0.0037868,-0.0021866
0.0038095,-0.0021866
0.0038322,-0.0021866
0.0038549,-0.0021866
0.0038776,-0.0021866
0.0039002,-0.0021866
0.0039229,-0.0021866
0.0039456,-0.0021866
0.0039683,-0.0021866
0.0039909,-0.0021866
0.0040136,-0.0021866
0.0040363,-0.0021866
0.004059,-0.0021866
0.0040816,-0.0021866
0.0041043,-0.0021866
0.004127,-0.0021866
0.0041497,-0.0021866
0.0041723,-0.0021866
0.004195,-0.0021866
0.0042177,-0.0021866
0.0042404,-0.0021866
0.004263,-0.0021866
0.0042857,-0.0021866
0.0043084,-0.0021866
0.0043311,-0.0021866
0.0043537,-0.0021866
0.0043764,-0.0021866
0.0043991,-0.0021866
0.0044218,-0.0021866
0.0044444,-0.0021866
0.0044671,-0.0021866
0.0044898,-0.0021866
0.0045125,-0.0021866
0.0045351,-0.0021866
0.0045578,-0.0021866
0.0045805,-0.0021866
0.0046032,-0.0021866
0.0046259,-0.0021866
0.0046485,-0.0021866
0.0046712,-0.0021866
0.0046939,-0.0021866
0.0047166,-0.0021866
0.0047392,-0.0021866
0.0047619,-0.0021866
0.0047846,-0.0021866
