0,0.0026054,0
21.533,0.0026316,-0.03835
43.066,0.0027103,-0.076699
64.6,0.0028413,-0.11505
86.133,0.0030249,-0.1534
107.67,0.0032611,-0.19175
129.2,0.0035501,-0.2301
150.73,0.003892,-0.26845
172.27,0.0042871,-0.3068
193.8,0.0047355,-0.34515
215.33,0.0052374,-0.3835
236.87,0.0057933,-0.42184
258.4,0.0064032,-0.46019
279.93,0.0070677,-0.49854
301.46,0.0077871,-0.53689
323,0.0085617,-0.57524
344.53,0.0093919,-0.61359
366.06,0.010278,-0.65194
387.6,0.011221,-0.69029
409.13,0.012221,-0.72864
430.66,0.013278,-0.76699
452.2,0.014394,-0.80534
473.73,0.015568,-0.84369
495.26,0.016801,-0.88204
516.8,0.018094,-0.92039
538.33,0.019447,-0.95874
559.86,0.020861,-0.99709
581.4,0.022337,-1.0354
602.93,0.023875,-1.0738
624.46,0.025476,-1.1121
646,0.02714,-1.1505
667.53,0.028869,-1.1888
689.06,0.030663,-1.2272
710.6,0.032523,-1.2655
732.13,0.034449,-1.3039
753.66,0.036442,-1.3422
775.2,0.038503,-1.3806
796.73,0.040633,-1.4189
818.26,0.042832,-1.4573
839.79,0.045101,-1.4956
861.33,0.047441,-1.534
882.86,0.049852,-1.5723
904.39,0.052337,-1.6107
925.93,0.054894,-1.649
947.46,0.057525,-1.6874
968.99,0.06023,-1.7257
990.53,0.063011,-1.7641
1012.1,0.065868,-1.8024
1033.6,0.068802,-1.8408
1055.1,0.071813,-1.8791
1076.7,0.074902,-1.9175
1098.2,0.07807,-1.9558
1119.7,0.081317,-1.9942
1141.3,0.084644,-2.0325
1162.8,0.088052,-2.0709
1184.3,0.091542,-2.1092
1205.9,0.095113,-2.1476
1227.4,0.098766,-2.1859
1248.9,0.1025,-2.2243
1270.5,0.10632,-2.2626
1292,0.11023,-2.301
1313.5,0.11421,-2.3393
1335.1,0.11829,-2.3777
1356.6,0.12245,-2.416
1378.1,0.12669,-2.4544
1399.7,0.13102,-2.4927
1421.2,0.13544,-2.5311
1442.7,0.13994,-2.5694
1464.3,0.14453,-2.6078
1485.8,0.1492,-2.6461
1507.3,0.15396,-2.6845
1528.9,0.15881,-2.7228
1550.4,0.16375,-2.7612
1571.9,0.16877,-2.7995
1593.5,0.17389,-2.8379
1615,0.17908,-2.8762
1636.5,0.18437,-2.9146
1658.1,0.18974,-2.9529
1679.6,0.1952,-2.9913
1701.1,0.20074,-3.0296
1722.7,0.20637,-3.068
1744.2,0.21209,-3.1063
1765.7,0.21789,3.1385
1787.3,0.22378,3.1002
1808.8,0.22975,3.0618
1830.3,0.2358,3.0235
1851.9,0.24194,2.9851
1873.4,0.24816,2.9468
1894.9,0.25446,2.9084
1916.5,0.26084,2.8701
1938,0.26731,2.8317
1959.5,0.27385,2.7934
1981.1,0.28047,2.755
2002.6,0.28716,2.7167
2024.1,0.29394,2.6783
2045.7,0.30079,2.64
2067.2,0.30771,2.6016
2088.7,0.3147,2.5633
2110.3,0.32177,2.5249
2131.8,0.32891,2.4866
2153.3,0.33611,2.4482
2174.9,0.34339,2.4099
2196.4,0.35072,2.3715
2217.9,0.35813,2.3332
2239.5,0.36559,2.2948
2261,0.37312,2.2565
2282.5,0.3807,2.2181
2304.1,0.38834,2.1798
2325.6,0.39604,2.1414
2347.1,0.40379,2.1031
2368.7,0.4116,2.0647
2390.2,0.41945,2.0264
2411.7,0.42735,1.988
2433.3,0.4353,1.9497
2454.8,0.44329,1.9113
2476.3,0.45132,1.873
2497.9,0.45939,1.8346
2519.4,0.46749,1.7963
2540.9,0.47564,1.7579
2562.5,0.48381,1.7196
2584,0.49201,1.6812
2605.5,0.50024,1.6429
2627.1,0.50849,1.6045
2648.6,0.51677,1.5662
2670.1,0.52507,1.5278
2691.7,0.53338,1.4895
2713.2,0.5417,1.4511
2734.7,0.55004,1.4128
2756.2,0.55839,1.3744
2777.8,0.56674,1.3361
2799.3,0.57509,1.2977
2820.8,0.58345,1.2594
2842.4,0.5918,1.221
2863.9,0.60015,1.1827
2885.4,0.60849,1.1443
2907,0.61682,1.106
2928.5,0.62513,1.0677
2950,0.63342,1.0293
2971.6,0.6417,0.99095
2993.1,0.64995,0.9526
3014.6,0.65818,0.91425
3036.2,0.66637,0.8759
3057.7,0.67454,0.83755
3079.2,0.68266,0.7992
3100.8,0.69075,0.76085
3122.3,0.6988,0.7225
3143.8,0.7068,0.68416
3165.4,0.71476,0.64581
3186.9,0.72266,0.60746
3208.4,0.73051,0.56911
3230,0.7383,0.53076
3251.5,0.74604,0.49241
3273,0.7537,0.45406
3294.6,0.76131,0.41571
3316.1,0.76884,0.37736
3337.6,0.7763,0.33901
3359.2,0.78368,0.30066
3380.7,0.79099,0.26231
3402.2,0.79821,0.22396
3423.8,0.80535,0.18561
3445.3,0.8124,0.14726
3466.8,0.81936,0.10891
3488.4,0.82623,0.070563
3509.9,0.833,0.032214
3531.4,0.83968,-0.0061359
3553,0.84625,-0.044485
3574.5,0.85271,-0.082835
3596,0.85907,-0.12118
3617.6,0.86532,-0.15953
3639.1,0.87145,-0.19788
3660.6,0.87747,-0.23623
3682.2,0.88338,-0.27458
3703.7,0.88916,-0.31293
3725.2,0.89481,-0.35128
3746.8,0.90035,-0.38963
3768.3,0.90575,-0.42798
3789.8,0.91102,-0.46633
3811.4,0.91616,-0.50468
3832.9,0.92117,-0.54303
3854.4,0.92604,-0.58138
3876,0.93077,-0.61973
3897.5,0.93536,-0.65808
3919,0.9398,-0.69643
3940.6,0.9441,-0.73478
3962.1,0.94825,-0.77313
3983.6,0.95226,-0.81148
4005.2,0.95611,-0.84983
4026.7,0.95981,-0.88817
4048.2,0.96335,-0.92652
